Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents,Publication Year
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2016
12,"service, year, health, child, care, study, programme, control, early, life",,,2016
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2016
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2016
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2016
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2016
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2016
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2016
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2016
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2016
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2016
12,"service, year, health, child, care, study, programme, control, early, life",,,2016
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2016
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2016
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2016
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2016
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2016
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2016
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2016
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2016
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2016
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2016
12,"service, year, health, child, care, study, programme, control, early, life",,,2016
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2016
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2016
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2016
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2016
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2016
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2016
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2016
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2016
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2016
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2016
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2016
6,"information, time, method, problem, make, approach, provide, process, standard, option",,,2016
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2016
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2016
